title;director;duration;listed_in;rating;times_rated;duration_category
Mustang Island;Craig Elrod;86.0;Comedy, Drama;9.26;352.0;Medium Duration
Eve's Apple;Jose Manuel Colón;91.0;International;8.51;393.0;Medium Duration
Fun Mom Dinner;Alethea Jones;82.0;Comedy, International;9.01;339.0;Medium Duration
Goon: Last of the Enforcers;Jay Baruchel;102.0;Comedy, International;8.0;398.0;Medium Duration
The Climb;Ludovic Bernard;105.0;Action & Adventure, Comedy, Drama;9.95;150.0;Medium Duration
Mr. Roosevelt;Noël Wells;91.0;Comedy;9.31;203.0;Medium Duration
Todd Barry: Spicy Honey;Jay Chapman;61.0;Stand-Up Comedy;8.62;324.0;Low Duration
Creep 2;Patrick Brice;80.0;Horror, Thriller;8.3;387.0;Medium Duration
Bright;David Ayer;118.0;Action & Adventure, Sci-Fi & Fantasy;8.61;391.0;Medium Duration
Desire;Diego Kaplan;94.0;Drama, International, Romantic;8.23;348.0;Medium Duration
48 Christmas Wishes;Marco Deufemia, Justin G. Dyck;84.0;Comedy;8.14;304.0;Medium Duration
Russell Howard: Recalibrate;Peter Orton;69.0;Stand-Up Comedy;9.0;299.0;Low Duration
Christmas Inheritance;Ernie Barbarash;105.0;Drama, International, Romantic;9.37;356.0;Medium Duration
Muramba;Varun Narvekar;128.0;Comedy, Drama, International;8.13;230.0;High Duration
Pottersville;Seth Henrikson;86.0;Comedy;9.18;272.0;Medium Duration
Seoul Searching;Benson Lee;109.0;Comedy, Drama, International;9.91;319.0;Medium Duration
Judd Apatow: The Return;Marcus Raboy;70.0;Stand-Up Comedy;8.31;183.0;Low Duration
El Camino Christmas;David E. Talbert;89.0;Comedy, Drama;9.26;227.0;Medium Duration
Jaal;Umesh Mehra;162.0;Action & Adventure, International;9.43;162.0;High Duration
Shikari;Latif Faiziyev, Umesh Mehra;163.0;Drama, International;9.93;187.0;High Duration
Trolls Holiday Special;Joel Crawford;27.0;Comedy;9.92;379.0;Low Duration
Craig Ferguson: Tickle Fight;Jay Chapman;67.0;Stand-Up Comedy;9.36;211.0;Low Duration
Jab Harry Met Sejal;Imtiaz Ali;142.0;Comedy, International, Romantic;8.14;181.0;High Duration
Temple;Michael Barrett;78.0;Horror;9.95;341.0;Medium Duration
A StoryBots Christmas;Evan Spiridellis, Jeff Gill;26.0;Comedy;9.36;266.0;Low Duration
My Happy Family;Nana Ekvtimishvili, Simon Gross;119.0;Drama, International;8.21;270.0;Medium Duration
The Worthy;Ali F. Mostafa;99.0;International, Sci-Fi & Fantasy, Thriller;8.49;393.0;Medium Duration
Poster Boys;Shreyas Talpade;128.0;Comedy, International;8.25;191.0;High Duration
The Girl from the Song;Ibai Abad;101.0;Drama, International;9.42;325.0;Medium Duration
Brian Regan: Nunchucks and Flamethrowers;Troy Miller;61.0;Stand-Up Comedy;8.84;369.0;Low Duration
A Christmas Prince;Alex Zamm;92.0;Drama, Romantic;8.5;220.0;Medium Duration
Mudbound;Dee Rees;135.0;Drama;9.82;327.0;High Duration
DeRay Davis: How to Act Black;Marcus Raboy;66.0;Stand-Up Comedy;8.05;215.0;Low Duration
Bon Cop Bad Cop 2;Alain Desrochers;126.0;Action & Adventure, Comedy, International;8.57;283.0;Medium Duration
Mea Culpa;Raúl Campos, Jan Suter;54.0;Stand-Up Comedy;8.09;159.0;Low Duration
The Killer;Marcelo Galvão;100.0;Action & Adventure, International;9.26;162.0;Medium Duration
The Journey Is the Destination;Bronwen Hughes;123.0;Drama;8.25;246.0;Medium Duration
Mubarakan;Anees Bazmee;153.0;Comedy, Drama, International;8.79;152.0;High Duration
Bandie;Alo Sarkar;141.0;Action & Adventure, Drama, International;9.73;177.0;High Duration
Getaway Plan;Iñaki Dorronsoro;104.0;International, Thriller;8.48;365.0;Medium Duration
Hajwala: The Missing Engine;Ali Bin Matar, Ibrahim Bin Mohamed;97.0;Action & Adventure, Drama, International;8.17;284.0;Medium Duration
Pettersson and Findus 2;Ali Samadi Ahadi;82.0;Comedy;9.36;394.0;Medium Duration
The Bittersweet;D Ho;98.0;Action & Adventure, Drama, International;8.85;217.0;Medium Duration
Judah Friedlander: America Is the Greatest Country in the United States;Judah Friedlander;84.0;Stand-Up Comedy;9.13;274.0;Medium Duration
SPF-18;Alex Israel;75.0;Drama, Romantic;9.74;389.0;Medium Duration
Pup Star: Better 2Gether;Robert Vince;93.0;Comedy;9.51;317.0;Medium Duration
Strange Weather;Katherine Dieckmann;91.0;Drama;9.23;196.0;Medium Duration
The Hateful Eight;Quentin Tarantino;168.0;Action & Adventure, Thriller;8.34;270.0;High Duration
Jack Whitehall: At Large;Brian Klein;68.0;Stand-Up Comedy;9.12;188.0;Low Duration
1922;Zak Hilditch;103.0;Drama, Thriller;9.37;251.0;Medium Duration
Wheelman;Jeremy Rush;82.0;Action & Adventure;8.6;280.0;Medium Duration
Wedding Unplanned;Reem Kherici;94.0;Comedy, International, Romantic;8.07;305.0;Medium Duration
Patton Oswalt: Annihilation;Bobcat Goldthwait;66.0;Stand-Up Comedy;9.68;338.0;Low Duration
Baadshaho;Milan Luthria;135.0;Action & Adventure, International;9.73;375.0;High Duration
Lucknow Central;Ranjit Tiwari;144.0;Drama, International;8.94;175.0;High Duration
Belief: The Possession of Janet Moses;David Stubbs;90.0;International;8.35;338.0;Medium Duration
Singapore;Shakti Samanta;158.0;Comedy, Drama, International;9.11;336.0;High Duration
Blessed Benefit;Mahmoud al Massad;83.0;Comedy, Drama, International;9.65;164.0;Medium Duration
Clair Obscur;Yesim Ustaoglu;102.0;Drama, International;8.03;154.0;Medium Duration
El Especial de Alex Fernández, el Especial;Jan Suter;52.0;Stand-Up Comedy;8.63;398.0;Low Duration
The Babysitter;McG;85.0;Comedy, Horror;8.77;298.0;Medium Duration
The Meyerowitz Stories (New and Selected);Noah Baumbach;113.0;Comedy, Drama;9.11;234.0;Medium Duration
Barakah Meets Barakah;Mahmoud Sabbagh;88.0;Comedy, International, Romantic;9.99;166.0;Medium Duration
Bomb Scared;Borja Cobeaga;89.0;Comedy, International;9.48;185.0;Medium Duration
Christina P: Mother Inferior;Jay Karas;59.0;Stand-Up Comedy;8.12;207.0;Low Duration
Rodney Carrington: Here Comes the Truth;Brandon Jones;66.0;Stand-Up Comedy;8.99;319.0;Low Duration
26 Years;Geun-hyun Cho;135.0;Drama, International, Thriller;8.09;169.0;High Duration
For Your Own Good;Carlos Therón;93.0;Comedy, International;9.96;223.0;Medium Duration
Franca: Chaos and Creation;Francesco Carrozzini;79.0;International;8.01;389.0;Medium Duration
Ghost Patrol;Karen J. Lloyd;47.0;Comedy;9.32;292.0;Low Duration
The Lion Woman;Vibeke Idsøe;118.0;Drama, International;9.16;235.0;Medium Duration
Verónica;Carlos Algara, Alejandro Martinez-Beltran;81.0;Drama, International;8.36;297.0;Medium Duration
Gerald's Game;Mike Flanagan;103.0;Horror, Thriller;9.0;354.0;Medium Duration
Our Souls at Night;Ritesh Batra;103.0;Drama, Romantic;8.84;179.0;Medium Duration
Out of Thin Air;Dylan Howitt;85.0;International;8.14;349.0;Medium Duration
Much Loved;Nabil Ayouch;104.0;Drama, International;9.9;230.0;Medium Duration
Def Comedy Jam 25;Louis J. Horvitz;82.0;Stand-Up Comedy;9.69;162.0;Medium Duration
Swearnet: The Movie;Warren P. Sonoda;112.0;Comedy, International;9.81;395.0;Medium Duration
The Bar;Álex de la Iglesia;102.0;Comedy, Horror, International;9.92;324.0;Medium Duration
The Bad Batch;Ana Lily Amirpour;119.0;Drama, Thriller;8.53;233.0;Medium Duration
Jerry Before Seinfeld;Michael Bonfiglio;62.0;Stand-Up Comedy;9.97;346.0;Low Duration
First They Killed My Father;Angelina Jolie;137.0;Drama;8.42;396.0;High Duration
Jeff Dunham: Relative Disaster;Michael Simon;71.0;Stand-Up Comedy;8.67;227.0;Low Duration
#realityhigh;Fernando Lebrija;99.0;Comedy;9.21;236.0;Medium Duration
Fabrizio Copano: Solo pienso en mi;Rodrigo Toro, Francisco Schultz;60.0;Stand-Up Comedy;9.35;311.0;Low Duration
Joaquín Reyes: Una y no más;José Miguel Contreras;78.0;Stand-Up Comedy;9.4;248.0;Medium Duration
Carrie Pilby;Susan Johnson;98.0;Comedy, Drama;9.01;328.0;Medium Duration
Marc Maron: Too Real;Lynn Shelton;70.0;Stand-Up Comedy;8.65;229.0;Low Duration
Aakhri Adaalat;Rajiv Mehra;148.0;Action & Adventure, International;8.53;242.0;High Duration
Berserk: The Golden Age Arc II - The Battle for Doldrey;Toshiyuki Kubooka;92.0;Action & Adventure, International;9.0;329.0;Medium Duration
Berserk: The Golden Age Arc III - The Advent;Toshiyuki Kubooka;107.0;Action & Adventure, International;8.85;301.0;Medium Duration
Brother's Shadow;Todd S. Yellin;90.0;Drama;9.29;308.0;Medium Duration
Ek Jaan Hain Hum;Rajiv Mehra;151.0;Drama, International;9.07;348.0;High Duration
Khoon Khoon;Mohammed Hussain;132.0;Action & Adventure, International;9.64;201.0;High Duration
Little Evil;Eli Craig;95.0;Comedy, Horror;8.65;354.0;Medium Duration
Manoranjan;Shammi Kapoor;162.0;Comedy, International;8.57;218.0;High Duration
Mujrim;Umesh Mehra;163.0;Action & Adventure, Drama, International;8.45;323.0;High Duration
Offline - Das leben ist kein bonuslevel;Florian Schnell;89.0;Action & Adventure, Comedy, International;8.13;280.0;Medium Duration
Rocco;Thierry Demaizière, Alban Teurlai;103.0;International;8.21;383.0;Medium Duration
Sohni Mahiwal;Latif Faiziyev, Umesh Mehra;160.0;Drama, International, Romantic;8.87;288.0;High Duration
The Distinguished Citizen;Gastón Duprat, Mariano Cohn;113.0;Comedy, Drama, International;8.51;243.0;Medium Duration
The Guardian Brothers;Gary Wang;86.0;Comedy;8.89;370.0;Medium Duration
The Last Shaman;Raz Degan;83.0;International;9.08;161.0;Medium Duration
The Lost Brother;Israel Adrián Caetano;113.0;Drama, International;8.63;191.0;Medium Duration
Todo Sobre El Asado;Mariano Cohn, Gastón Duprat;86.0;International;9.23;344.0;Medium Duration
Ryan Hamilton: Happy Face;Marcus Raboy;57.0;Stand-Up Comedy;9.53;220.0;Low Duration
Buster's Mal Heart;Sarah Adina Smith;98.0;Thriller;9.0;368.0;Medium Duration
Berlin Syndrome;Cate Shortland;116.0;International, Thriller;8.76;218.0;Medium Duration
Death Note;Adam Wingard;100.0;Horror, Thriller;9.9;182.0;Medium Duration
Lynne Koplitz: Hormonal Beast;Marcus Raboy;51.0;Stand-Up Comedy;8.91;272.0;Low Duration
What Happened to Monday;Tommy Wirkola;124.0;Action & Adventure, Sci-Fi & Fantasy;9.58;198.0;Medium Duration
Brad Paisley's Comedy Rodeo;Jay Chapman;63.0;Stand-Up Comedy;9.71;256.0;Low Duration
Colin Quinn: Unconstitutional;Jay Chapman;56.0;Stand-Up Comedy;8.7;350.0;Low Duration
The Outcasts;Peter Hutchings;94.0;Comedy;9.92;320.0;Medium Duration
Chocolate City: Vegas Strip;Jean-Claude La Marre;90.0;Drama;8.1;185.0;Medium Duration
Los Herederos;Jorge Hernandez Aldana;71.0;Drama, International;9.77;279.0;Low Duration
Naked;Michael Tiddes;97.0;Comedy, Romantic;9.09;335.0;Medium Duration
Demonic;Will Canon;83.0;Horror;9.82;270.0;Medium Duration
The Saint;Ernie Barbarash;92.0;Action & Adventure;8.65;274.0;Medium Duration
Baahubali 2: The Conclusion (Hindi Version);S.S. Rajamouli;165.0;Action & Adventure, Drama, International;9.99;171.0;High Duration
Baahubali 2: The Conclusion (Malayalam Version);S.S. Rajamouli;166.0;Action & Adventure, Drama, International;8.59;288.0;High Duration
Baahubali 2: The Conclusion (Tamil Version);S.S. Rajamouli;166.0;Action & Adventure, Drama, International;8.86;169.0;High Duration
Baahubali: The Beginning (Hindi Version);S.S. Rajamouli;159.0;Action & Adventure, Drama, International;8.11;325.0;High Duration
Baahubali: The Beginning (Malayalam Version);S.S. Rajamouli;160.0;Action & Adventure, Drama, International;8.54;216.0;High Duration
Baahubali: The Beginning (Tamil Version);S.S. Rajamouli;159.0;Action & Adventure, Drama, International;8.07;301.0;High Duration
Enter the Warriors Gate;Matthias Hoene;105.0;Action & Adventure, International, Sci-Fi & Fantasy;9.17;166.0;Medium Duration
Alan Saldaña: Mi vida de pobre;Raúl Campos, Jan Suter;54.0;Stand-Up Comedy;8.09;259.0;Low Duration
Message from the King;Fabrice Du Welz;103.0;Thriller;9.02;204.0;Medium Duration
The Invisible Guardian;Fernando González Molina;129.0;International, Thriller;9.89;313.0;High Duration
Handsome Devil;John Butler;95.0;Comedy, Drama, International;9.27;244.0;Medium Duration
Jessica Darling's It List;Ali Scher;80.0;Comedy;8.23;246.0;Medium Duration
Maz Jobrani: Immigrant;Maz Jobrani;67.0;Stand-Up Comedy;9.08;263.0;Low Duration
Opening Night;Isaac Rentz;84.0;Comedy;9.22;329.0;Medium Duration
Raising the Bar;Clay Glen;97.0;Drama;9.72;244.0;Medium Duration
The Blind Christ;Christopher Murray;86.0;Drama, International;9.1;273.0;Medium Duration
Un plus une;Claude Lelouch;114.0;Comedy, Drama, International;9.13;215.0;Medium Duration
The Incredible Jessica James;Jim Strouse;84.0;Comedy, Romantic;9.49;342.0;Medium Duration
Joe Mande’s Award-Winning Comedy Special;Daniel Gray Longino;67.0;Stand-Up Comedy;9.87;299.0;Low Duration
Aditi Mittal: Things They Wouldn't Let Me Say;Fazila Allana;63.0;Stand-Up Comedy;8.88;314.0;Low Duration
Uncertain Glory;Agustí Villaronga;116.0;Drama, International;8.08;286.0;Medium Duration
Amar;Esteban Crespo;104.0;Drama, International, Romantic;8.2;161.0;Medium Duration
Buddy Thunderstruck: The Maybe Pile;Harry Chaskin;14.0;Comedy;8.62;333.0;Low Duration
To the Bone;Marti Noxon;108.0;Drama;9.72;299.0;Medium Duration
D.L. Hughley: Clear;Jay Chapman;59.0;Stand-Up Comedy;9.33;317.0;Low Duration
Tom Segura: Completely Normal;Jay Chapman;74.0;Stand-Up Comedy;9.25;324.0;Medium Duration
Take Me;Pat Healy;84.0;Comedy;8.98;174.0;Medium Duration
10 jours en or;Nicolas Brossette;97.0;Comedy, Drama, International;9.41;199.0;Medium Duration
A 2nd Chance;Clay Glen;95.0;Drama;9.57;185.0;Medium Duration
Amrapali;Lekh Tandon;116.0;Drama, International;9.73;271.0;Medium Duration
Hans Teeuwen: Real Rancour;Doesjka van Hoogdalem;86.0;Stand-Up Comedy;9.44;297.0;Medium Duration
Lal Patthar;Sushil Majumdar;153.0;Drama, International;8.7;277.0;High Duration
Liar's Dice;Geetu Mohandas;104.0;Drama, International;9.43;171.0;Medium Duration
Professor;Lekh Tandon;163.0;Comedy, Drama, International;9.16;280.0;High Duration
The Invisible Guest;Paulo Oriol;106.0;International, Thriller;8.77;295.0;Medium Duration
Yaar Gaddar;Umesh Mehra;148.0;Drama, International;9.2;319.0;High Duration
Zipi & Zape y la Isla del Capitan;Oskar Santos;105.0;Comedy;8.21;215.0;Medium Duration
Okja;Bong Joon Ho;121.0;Action & Adventure, Comedy, Drama;8.97;311.0;Medium Duration
Chris D'Elia: Man on Fire;Bill D'Elia;66.0;Stand-Up Comedy;9.94;166.0;Low Duration
I Am Michael;Justin Kelly;102.0;Drama;9.18;380.0;Medium Duration
You Get Me;Brent Bonacorso;89.0;Drama, Thriller;9.11;317.0;Medium Duration
Dangal;Nitesh Tiwari;161.0;Drama, International;8.2;155.0;High Duration
Puss in Book: Trapped in an Epic Tale;Roy Burdine, Johnny Castuciano;24.0;Comedy;9.36;279.0;Low Duration
Rory Scovel Tries Stand-Up for the First Time;Scott Moran;66.0;Stand-Up Comedy;8.51;254.0;Low Duration
Kanavu Variyam;Arun Chidambaram;104.0;Comedy, Drama, International;9.49;268.0;Medium Duration
Marco Luque: Tamo Junto;Caio Cobra;73.0;Stand-Up Comedy;8.94;330.0;Medium Duration
Oh, Hello On Broadway;Michael John Warren;102.0;Stand-Up Comedy;9.69;265.0;Medium Duration
Shimmer Lake;Oren Uziel;87.0;Drama, Thriller;9.65;397.0;Medium Duration
The Wishing Tree;Manika Sharma;117.0;Drama;9.22;316.0;Medium Duration
Headshot;Timo Tjahjanto, Kimo Stamboel;119.0;Action & Adventure, International;9.76;315.0;Medium Duration
1898: Our Last Men in the Philippines;Salvador Calvo;130.0;Drama, International;9.52;304.0;High Duration
Lucid Dream;Jun-seong Kim;102.0;International, Sci-Fi & Fantasy, Thriller;9.66;235.0;Medium Duration
Aashik Awara;Umesh Mehra;154.0;Drama, International;9.82;241.0;High Duration
Catfight;Onur Tukel;96.0;Comedy;8.29;270.0;Medium Duration
Lens;Jayaprakash Radhakrishnan;109.0;Drama, International;8.05;183.0;Medium Duration
Little Boxes;Rob Meyer;89.0;Comedy, Drama;8.94;363.0;Medium Duration
Love.com;Anita Barbosa;92.0;Comedy, International, Romantic;8.08;344.0;Medium Duration
Maya Memsaab;Ketan Mehta;122.0;Drama, International;9.69;295.0;Medium Duration
Michael Lost and Found;Daniel Wilner;19.0;International;9.97;346.0;Low Duration
Oh Darling Yeh Hai India;Ketan Mehta;154.0;Action & Adventure, Comedy, International;9.68;299.0;High Duration
Prince;Lekh Tandon;152.0;Drama, International, Romantic;8.86;181.0;High Duration
Qila;Umesh Mehra;161.0;Drama, International;8.91;346.0;High Duration
Smoke & Mirrors;Alberto Rodríguez;123.0;Drama, International, Thriller;9.39;275.0;Medium Duration
Sarah Silverman A Speck of Dust;Liam Lynch;71.0;Stand-Up Comedy;9.8;274.0;Low Duration
Rangoon;Vishal Bhardwaj;153.0;Action & Adventure, Drama, International;8.97;391.0;High Duration
Raees;Rahul Dholakia;143.0;Action & Adventure, Drama, International;8.36;207.0;High Duration
War Machine;David Michôd;123.0;Comedy, Drama;9.21;284.0;Medium Duration
Arès;Jean-Patrick Benes;80.0;Action & Adventure, International, Sci-Fi & Fantasy;9.93;153.0;Medium Duration
Hasan Minhaj: Homecoming King;Christopher Storer;73.0;Stand-Up Comedy;9.8;195.0;Medium Duration
BLAME!;Hiroyuki Seshita;106.0;Action & Adventure, International;9.56;157.0;Medium Duration
Laerte-se;Lygia Barbosa da Silva, Eliane Brum;101.0;International;9.91;205.0;Medium Duration
Tracy Morgan: Staying Alive;Ryan Polito;59.0;Stand-Up Comedy;8.16;220.0;Low Duration
Chamatkar;Rajiv Mehra;164.0;Comedy, International, Sci-Fi & Fantasy;9.17;285.0;High Duration
Kabhi Haan Kabhi Naa;Kundan Shah;151.0;Comedy, Drama, International;9.86;374.0;High Duration
Lovesong;So Yong Kim;84.0;Drama, Romantic;9.27;221.0;Medium Duration
Ram Jaane;Rajiv Mehra;142.0;Drama, International;9.08;270.0;High Duration
The Devil's Mistress;Filip Renc;110.0;Drama, International;9.59;252.0;Medium Duration
Wild Oats;Andy Tennant;86.0;Comedy;9.79;293.0;Medium Duration
Mindhorn;Sean Foley;88.0;Comedy;9.12;266.0;Medium Duration
Norm Macdonald: Hitler's Dog, Gossip & Trickery;Liz Plonka;61.0;Stand-Up Comedy;9.6;331.0;Low Duration
Handsome: A Netflix Mystery Movie;Jeff Garlin;81.0;Comedy;9.97;151.0;Medium Duration
Simplemente Manu NNa;Jan Suter, Raúl Campos;72.0;Stand-Up Comedy;9.91;370.0;Medium Duration
Maria Bamford: Old Baby;Jessica Yu;64.0;Stand-Up Comedy;9.44;376.0;Low Duration
A Yellow Bird;K. Rajagopal;111.0;Drama, International;9.59;329.0;Medium Duration
Chaahat;Mahesh Bhatt;148.0;Drama, International, Romantic;8.93;379.0;High Duration
English Babu Desi Mem;Praveen Nischol;163.0;Comedy, Drama, International;8.39;397.0;High Duration
He Even Has Your Eyes;Lucien Jean-Baptiste;95.0;Comedy, International;8.7;174.0;Medium Duration
In the Shadow of Iris;Jalil Lespert;99.0;Drama, International, Thriller;9.14;226.0;Medium Duration
Kiss & Cry;Sean Cisterna;93.0;Drama, International, Romantic;8.85;265.0;Medium Duration
Loev;Sudhanshu Saria;89.0;Drama, International;9.08;228.0;Medium Duration
Mostly Sunny;Dilip Mehta;83.0;International;9.47;317.0;Medium Duration
The Next Skin;Isaki Lacuesta, Isa Campo;104.0;Drama, International;8.68;345.0;Medium Duration
Rodney King;Spike Lee;53.0;Drama;9.09;265.0;Low Duration
Small Crimes;Evan Katz;95.0;Drama, Thriller;8.08;157.0;Medium Duration
Dear Zindagi;Gauri Shinde;149.0;Comedy, Drama, International;9.48;334.0;High Duration
Shepherds and Butchers;Oliver Schmitz;106.0;Drama, International;8.68;228.0;Medium Duration
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared;Felix Herngren, Måns Herngren;108.0;Comedy, International;9.75;226.0;Medium Duration
Vir Das: Abroad Understanding;Marcus Raboy;66.0;Stand-Up Comedy;9.37;225.0;Low Duration
Sand Castle;Fernando Coimbra;113.0;Action & Adventure, Drama;8.02;394.0;Medium Duration
Tramps;Adam Leon;83.0;Drama, Romantic;9.44;360.0;Medium Duration
Lucas Brothers: On Drugs;Jay Chapman;50.0;Stand-Up Comedy;9.71;386.0;Low Duration
Slam;Andrea Molaioli;99.0;Comedy, Drama, International;9.85;180.0;Medium Duration
The Wedding Party;Kemi Adetiba;101.0;Comedy, Drama, International;8.03;204.0;Medium Duration
Arctic Heart;Marie Madinier;81.0;Drama, International, Romantic;8.52;268.0;Medium Duration
Our Lovers;Miguel Ángel Lamata;92.0;Comedy, Drama, International;8.95;276.0;Medium Duration
Sandy Wexler;Steven Brill;131.0;Comedy;8.37;315.0;High Duration
Macho;Antonio Serrano;101.0;Comedy, International;8.66;268.0;Medium Duration
Kevin Hart: What Now?;Leslie Small;96.0;Stand-Up Comedy;9.18;192.0;Medium Duration
Frat Star;Grant S. Johnson, Ippsie Jones;85.0;Comedy;8.74;158.0;Medium Duration
The Lighthouse of the Orcas;Gerardo Olivares;110.0;Drama, International, Romantic;9.75;368.0;Medium Duration
Win It All;Joe Swanberg;89.0;Comedy, Romantic;9.51;172.0;Medium Duration
Couples Counseling;Alexandre Reinecke;88.0;Comedy, Drama, International;9.57;354.0;Medium Duration
Deuces;Jamal Hill;88.0;Drama;9.42;335.0;Medium Duration
Elaan;K. Ramanlal;143.0;Action & Adventure, International;9.85;308.0;High Duration
Five Nights in Maine;Maris Curran;83.0;Drama;8.35;215.0;Medium Duration
Killa;Avinash Arun;107.0;Drama, International;8.61;287.0;Medium Duration
Salaakhen;A. Salaam;134.0;Action & Adventure, International;8.63;309.0;High Duration
Skins;Eduardo Casanova;78.0;Drama, International;8.35;344.0;Medium Duration
The Tenth Man;Daniel Burman;81.0;Drama, International;8.71;399.0;Medium Duration
Toro;Kike Maíllo;106.0;Drama, International, Thriller;8.42;304.0;Medium Duration
The Discovery;Charlie McDowell;102.0;Drama, Romantic;9.37;240.0;Medium Duration
Jo Koy: Live from Seattle;Shannon Hartman;63.0;Stand-Up Comedy;8.0;243.0;Low Duration
Felipe Neto: My Life Makes No Sense;Diego Pignataro;91.0;Stand-Up Comedy;9.55;388.0;Medium Duration
The Most Hated Woman in America;Tommy O'Haver;93.0;Drama;9.07;211.0;Medium Duration
Deidra & Laney Rob a Train;Sydney Freeland;92.0;Comedy, Drama;9.27;313.0;Medium Duration
Pandora;Jung-woo Park;137.0;Drama, International, Thriller;9.08;308.0;High Duration
Howards End;James Ivory;143.0;Drama;8.34;272.0;High Duration
Asoka;Santosh Sivan;168.0;Action & Adventure, Drama, International;8.89;264.0;High Duration
Bon Cop, Bad Cop;Erik Canuel;117.0;Action & Adventure, Comedy, International;8.37;189.0;Medium Duration
Notes on Blindness;Peter Middleton, James Spinney;87.0;Drama, International;9.11;276.0;Medium Duration
One 2 Ka 4;Shashilal K. Nair;160.0;Action & Adventure, Comedy, Drama;9.46;247.0;High Duration
Jim Norton: Mouthful of Shame;Shannon Hartman;62.0;Stand-Up Comedy;9.76;312.0;Low Duration
100 Meters;Marcel Barrena;109.0;Drama, International;8.89;280.0;Medium Duration
Burning Sands;Gerard McMurray;102.0;Drama;8.32;254.0;Medium Duration
The Butterfly's Dream;Yılmaz Erdoğan;118.0;Drama, International, Romantic;8.23;224.0;Medium Duration
Amy Schumer: The Leather Special;Amy Schumer;57.0;Stand-Up Comedy;9.58;257.0;Low Duration
Nila;Selvamani Selvaraj;94.0;Drama, International, Romantic;9.22;259.0;Medium Duration
Mike Birbiglia: Thank God for Jokes;Seth Barrish, Mike Birbiglia;71.0;Stand-Up Comedy;8.48;301.0;Low Duration
Force 2;Abhinay Deo;123.0;Action & Adventure, International;9.86;348.0;Medium Duration
Jonas;Lô Politi;97.0;Drama, International;9.36;153.0;Medium Duration
Operações Especiais;Tomas Portella;99.0;Action & Adventure, International;8.53;380.0;Medium Duration
I Don't Feel at Home in This World Anymore;Macon Blair;97.0;Drama, Thriller;8.79;389.0;Medium Duration
Trevor Noah: Afraid of the Dark;David Paul Meyer;67.0;Stand-Up Comedy;8.18;230.0;Low Duration
Boy Missing;Mar Targarona;105.0;International, Thriller;8.52;394.0;Medium Duration
Rocky Handsome;Nishikant Kamat;119.0;Action & Adventure, International;9.81;178.0;Medium Duration
A Heavy Heart;Thomas Stuber;109.0;Drama, International;9.21;203.0;Medium Duration
The Fury of a Patient Man;Raúl Arévalo;92.0;International, Thriller;9.94;395.0;Medium Duration
The Memory of Water;Matías Bize;88.0;Drama, International;8.21;249.0;Medium Duration
Girlfriend's Day;Michael Paul Stephenson;71.0;Comedy;9.99;220.0;Low Duration
Katherine Ryan: In Trouble;Colin Dench;64.0;Stand-Up Comedy;9.76;246.0;Low Duration
David Brent: Life on the Road;Ricky Gervais;97.0;Comedy, International;8.82;168.0;Medium Duration
Hitler - A Career;Joachim Fest, Christian Herrendoerfer;150.0;International;9.29;385.0;High Duration
Michael Bolton's Big, Sexy Valentine's Day Special;Scott Aukerman, Akiva Schaffer;54.0;Comedy, Romantic;9.07;178.0;Low Duration
Daniel Sosa: Sosafado;Raúl Campos, Jan Suter;78.0;Stand-Up Comedy;8.6;216.0;Medium Duration
Imperial Dreams;Malik Vitthal;86.0;Drama;8.38;238.0;Medium Duration
Dilwale;Rohit Shetty;154.0;Action & Adventure, Drama, International;8.73;183.0;High Duration
Happy New Year;Farah Khan;179.0;Action & Adventure, Comedy, Drama;8.34;160.0;High Duration
Haraamkhor;Shlok Sharma;93.0;Drama, International;9.6;339.0;Medium Duration
Heroes Wanted;Joaquín Mazón;97.0;Action & Adventure, Comedy, International;9.23;370.0;Medium Duration
The Reconquest;Jonás Trueba;108.0;Drama, International, Romantic;9.93;161.0;Medium Duration
Zapped;Peter DeLuise;92.0;Comedy;8.93;398.0;Medium Duration
Bill Burr: Walk Your Way Out;Jay Karas;78.0;Stand-Up Comedy;9.63;362.0;Medium Duration
Semana Santa;Alejandra Márquez Abella;87.0;Drama, International;9.29;258.0;Medium Duration
Journey to Greenland;Sébastien Betbeder;99.0;Comedy, International;9.91;192.0;Medium Duration
IBOY;Adam Randall;91.0;International, Sci-Fi & Fantasy, Thriller;9.64;391.0;Medium Duration
O Silêncio do Céu;Marco Dutra;102.0;Drama, International;8.46;185.0;Medium Duration
Cristela Alonzo: Lower Classy;Marcus Raboy;67.0;Stand-Up Comedy;9.97;396.0;Low Duration
Gad Gone Wild;Mario Rouleau;57.0;Stand-Up Comedy;8.88;322.0;Low Duration
Pink;Aniruddha Roy Chowdhury;130.0;Drama, International;8.92;327.0;High Duration
Take the 10;Chester Tam;80.0;Comedy;9.94;183.0;Medium Duration
Neal Brennan: 3 Mics;Neal Brennan;66.0;Stand-Up Comedy;8.41;175.0;Low Duration
Berlin Calling;Hannes Stöhr;105.0;Drama, International;9.59;359.0;Medium Duration
Sarajevo;Andreas Prochaska;98.0;Drama, International;8.82;361.0;Medium Duration
Stereo;Maximilian Erlenwein;91.0;International, Thriller;9.15;156.0;Medium Duration
